"Region","Major RGI region","Mountain range region","Country","Glacier","RGI glacier ID","RGI glacier Area","Lake name","Lake type","Longitude","Latitude","River","Date","Min. date","Max. date","Outburst mechanism","Mean lake volume","Min. lake volume","Max. lake volume","Lake volume determination method","Mean flood volume","Min. flood volume","Max. flood volume","Flood volume determination method","Peak discharge","Min. peak discharge","Max. peak discharge","Peak discharge determination method","Impact and destruction","Reported impacts (categorized)","Occurrence of economic losses","Damage to buildings","Damage to bridges","Damage to roads or paths","Damage to railroads","Damage to utilities","Damage to flood protection measures","Damage to the environment","Resettlement","Reported fatalities","Further comments","Year of First Reference Found","References","Reference comments","Lake area before","Perimeter before","Image date before","Satellite before","Scenename before","Certainty level before","Lake area after","Image date after","Perimeter after","Satellite after","Scenename after","Certainty level after","Lake area comments"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grænalón","ice","-17.34175","64.1622","Súla","1989-08-01","1989-08-01","1989-08-02","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Gylfi Júlíusson","","12266238","20737","1989-07-31","Landsat 5","1989-07-31-00_00_1989-07-31-23_59_Landsat_4-5_TM_L2_False_color","2","8754841","14639","1989-09-01","Landsat 5","1989-09-01-00_00_1989-09-01-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Sólheimajökull","RGI60-06.00340","55.095","unknown","unknown","-19.325689","63.541707","Jökulsá á Sólheimasandi","1989-12-16","","","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Folder of Gylfi Júlíusson; Eyþór á Skeiðflöt + brother","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","unknown","","","unknown","unknown","","","Vesturfljót í Hornafirði","1990","","","unknown","","","","","","","","","","","","","","","","","","","","","","","","","The river Vesturfljót is also called Suðurfljót.","unknown","Bergur Einarsson (2020, pers. Comm.); Gísli á Svínafellis fieldbook; Table from Oddur Sigurðsson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 1","ice","-17.1148912","64.11896907","Skeiðará","1990","1990-07-02","1990-09-04","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","370644","","1990-07-02","Landsat 5","1990-07-02-00_00_1990-07-02-23_59_Landsat_4-5_TM_L2_False_color","1","112536","","1990-09-04","Landsat 5","1990-09-04-00_00_1990-09-04-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 2","ice","-17.11329888","64.1105885","Skeiðará","1990","1990-07-02","1990-09-04","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","140332","","1990-07-02","Landsat 5","1990-07-02-00_00_1990-07-02-23_59_Landsat_4-5_TM_L2_False_color","1","33848","","1990-09-04","Landsat 5","1990-09-04-00_00_1990-09-04-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 3","ice","-17.11074658","64.10064922","Skeiðará","1990","1990-07-02","1990-09-04","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","400180","","1990-07-02","Landsat 5","1990-07-02-00_00_1990-07-02-23_59_Landsat_4-5_TM_L2_False_color","1","109736","","1990-09-04","Landsat 5","1990-09-04-00_00_1990-09-04-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 4","ice","-17.1344019","64.10067287","Skeiðará","1990","1990-07-02","1990-09-04","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","372647","","1990-07-02","Landsat 5","1990-07-02-00_00_1990-07-02-23_59_Landsat_4-5_TM_L2_False_color","1","165491","","1990-09-04","Landsat 5","1990-09-04-00_00_1990-09-04-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Breiðamerkurjökull","RGI60-06.00483","1067.745","Lake in front part of Veðurárdalur","ice","-16.212945","64.138214","Veðurá","1990-05","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","largest hlaup in the river for a long time","1994","Bergur Einarsson (2020, pers. Comm.); Fjölnir Torfason Hala pers. letter to Oddur Sigurðsson (February 1994) – about Jökulsárlón, Breiðamerkursand, Suðursveit,...","","288597","","1990-05-24","Landsat 5","1990-05-24-00_00_1990-05-24-23_59_Landsat_4-5_TM_L2_False_color","1","0","0","1990-06-07","Landsat 5","1990-06-07-00_00_1990-06-07-23_59_Landsat_4-5_TM_L2_False_color","1",""
"Iceland","Iceland","Iceland","Iceland","Eyjabakkajökull","RGI60-06.00472","129.639","Háöldulón","ice","-15.64954","64.66871","Jökulsá í Fljótsdal","1990-06-22","1990-06-22","1990-06-23","subglacial","","","","","17","","","gaged at Jökulsá in Fljótsdal","146","","","gaged at Jökulsá in Fljótsdal","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","1268331","6827","1990-06-16","Landsat 5","1990-06-16-00_00_1990-06-16-23_59_Landsat_4-5_TM_L2_NDWI","1","0","0","1990-07-02","Landsat 5","1990-07-02-00_00_1990-07-02-23_59_Landsat_4-5_TM_L2_NDWI","1","no lake in after-image"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grænalón","ice","-17.34175","64.1622","Súla","1990-07-11","1990-07-11","1990-07-12","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","11068706","18013","1990-07-02","Landsat 5","1990-07-02-00_00_1990-07-02-23_59_Landsat_4-5_TM_L2_False_color","2","8554789","13387","1990-09-04","Landsat 5","1990-09-04-00_00_1990-09-04-23_59_Landsat_4-5_TM_L2_False_color","1",""
"Iceland","Iceland","Iceland","Iceland","Breiðamerkurjökull","RGI60-06.00483","1067.745","Inner Veðurárdalslón","ice","-16.24977299","64.17160553","Jökulsá á Breiðamerkursandi","1990-07-11","1990-07-24","1990-07-27","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","1994","Bergur Einarsson (2020, pers. Comm.); Fjölnir Torfason Hala pers. letter to Oddur Sigurðsson (February 1994) – about Jökulsárlón, Breiðamerkursand, Suðursveit,...","","2189305","10395","1990-07-02","Landsat 5","1990-07-02-00_00_1990-07-02-23_59_Landsat_4-5_TM_L2_False_color","1","935557","5900","1990-09-04","Landsat 5","1990-09-04-00_00_1990-09-04-23_59_Landsat_4-5_TM_L2_False_color","1","end of glacier hard to determine"
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Western Skaftár cauldron","ice – volc","-17.61414","64.49656","Skaftá","1990-10","","","subglacial","","","","","75","","","gaged at Skaftá","101","","","gaged at Skaftá","","","","","","","","","","","","","","2002","Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Nauthagajökull","RGI60-06.00234","264.536","Ólafesfellslón","ice","-18.797171","64.683889","Miklakvísl","1991","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Nýji jökulhlaupaannálinn 1989 til 2004","","562916","","1991-08-29","Landsat 5","1991-08-29-00_00_1991-08-29-23_59_Landsat_4-5_TM_L2_False_color","2","","","","","","","after image to icy"
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Hnútulón","ice","-16.221377","64.77991","Kverká","1991-07-11","1991-07-11","1991-07-13","subglacial","","","","","63","","","gaged at Kreppa","770","","","gaged at Kreppa","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Tables from Oddur Sigurðsson","","3181144","","1991-07-05","Landsat 5","1991-07-05-00_00_1991-07-05-23_59_Landsat_4-5_TM_L2_False_color","2","225970","","1991-07-30","Landsat 5","1991-07-30-00_00_1991-07-30-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Thorbergsvatn","ice","-16.535632","64.646849","Kreppa","1991-07-13","1991-07-13","1991-07-14","subglacial","","","","","13","","","gaged at Kreppa","530","","","gaged at Kreppa","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Tables from Oddur Sigurðsson","","650470","","1991-07-05","Landsat 5","1991-07-05-00_00_1991-07-05-23_59_Landsat_4-5_TM_L2_False_color","2","635819","","1991-07-30","Landsat 5","1991-07-30-00_00_1991-07-30-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Lagoon southwest of Hnútulón","ice","-16.29814073","64.74515005","Kverká","1991-07","1991-07-05","1991-07-30","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","1459415","","1991-07-05","Landsat 5","1991-07-05-00_00_1991-07-05-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1991-07-30","Landsat 5","1991-07-30-00_00_1991-07-30-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 1","ice","-17.1148912","64.11896907","Skeiðará","1991","1991-08-06","1991-08-29","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","297068","","1991-08-06","Landsat 5","1991-08-06-00_00_1991-08-06-23_59_Landsat_4-5_TM_L2_False_color","1","180736","","1991-08-29","Landsat 5","1991-08-29-00_00_1991-08-29-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 2","ice","-17.11329888","64.1105885","Skeiðará","1991","1991-08-06","1991-08-29","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","108642","","1991-08-06","Landsat 5","1991-08-06-00_00_1991-08-06-23_59_Landsat_4-5_TM_L2_False_color","1","0","","1991-08-29","Landsat 5","1991-08-29-00_00_1991-08-29-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 3","ice","-17.11074658","64.10064922","Skeiðará","1991","1991-08-06","1991-08-29","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","304643","","1991-08-06","Landsat 5","1991-08-06-00_00_1991-08-06-23_59_Landsat_4-5_TM_L2_False_color","1","0","","1991-08-29","Landsat 5","1991-08-29-00_00_1991-08-29-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 4","ice","-17.1344019","64.10067287","Skeiðará","1991","1991-08-06","1991-08-29","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","304212","","1991-08-06","Landsat 5","1991-08-06-00_00_1991-08-06-23_59_Landsat_4-5_TM_L2_False_color","1","159589","","1991-08-29","Landsat 5","1991-08-29-00_00_1991-08-29-23_59_Landsat_4-5_TM_L2_False_color","1","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Eastern Skaftár cauldron","ice – volc","-17.51142","64.486","Skaftá","1991-08","","","subglacial","","","","","236","","","gaged at Skaftá","928","","","gaged at Skaftá","","","","","","","","","","","","","","2002","Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Súlujökull","RGI60-06.00475","1561.218","unknown","unknown","-17.284609","64.04684","Súla","1991-08-16","","","unknown","","","","","","","","","","","","","","","","","","","","","","","","","very short according to a bus driver","unknown","Bergur Einarsson (2020, pers. Comm.); Folder of Gylfi Júlíusson","","12518811","21389","1991-07-21","Landsat 5","LT05_217015_19910721","2","12601757","21361","1991-08-29","Landsat 5","LT05_218015_19910829","2",""
"Iceland","Iceland","Iceland","Iceland","Súlujökull","RGI60-06.00475","1561.218","unknown","unknown","-17.284609","64.04684","Súla","1991-09-15","","","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Folder of Gylfi Júlíusson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grímsvötn","ice – volc","-17.28979","64.41522","Skeiðará","1991-09-21","1991-09-21","1991-10-30","subglacial","","","","","1550","1500","1600","","2200","","","","","","","","","","","","","","","","","1992","Bergur Einarsson (2020, pers. Comm.); Pálsson, S., Zóphóníasson, S., Sigurðsson, O., Kristmannsdóttir, H., & Aðalsteinsson, H. (1992). Skeiôarârhlaup og framhlaup Skeiôarârjôkuls 1991. Tech. Report Vegagerà rikisins, Reykjavik, Iceland.; Table from Oddur Sigurðsson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Súlujökull","RGI60-06.00475","1561.218","unknown","unknown","-17.284609","64.04684","Súla","1991-09-30","1991-09-30","1991-10-02","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Folder of Gylfi Júlíusson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grímsvötn","ice – volc","-17.28979","64.41522","","1991","1991-10","1991-12","subglacial","","","","","330","","","unknown","320","","","unknown","","","","","","","","","","","","","volcanically induced lake outburst","unknown","Tweed, F., 2020 (pers. Communication)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grímsvötn","ice – volc","-17.28979","64.41522","Skeiðará","1991-11-06","","","subglacial","1850","","","estimated from lake level observations","1450","","","estimated from lake level observations","2000","","","estimated – obtained by lineary scaling down of earlier estimates","","","","","","","","","","","","","not connected with an eruption","1995","Gudmundsson, M. T., Björnsson, H., & Pálsson, F. (1995). Changes in jökulhlaup sizes in Grímsvötn, Vatnajökull, Iceland, 1934-91, deduced from in-situ measurements of subglacial lake volume. Journal of Glaciology, 41(138), 263-272.; Björnsson, H. (1997). Grímsvatnahlaup fyrr og nú. Vatnajökull: Gos og hlaup, Vegagerðin, 61-77. CITED IN GLACIER RISKS DATA BASE (http://www.nimbus.it/glaciorisk/Glacier_view.asp?IdGlacier=3963&Vista=paese&Paese=Iceland&IdTipoRischio, accessed 19/07/2020); Tweed, F., 2020 (pers. Comm.)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Breiðamerkurjökull","RGI60-06.00483","1067.745","Lake in front part of Veðurárdalur","ice","-16.212945","64.138214","Veðurá","1991-11","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","1994","Bergur Einarsson (2020, pers. Comm.); Fjölnir Torfason Hala pers. letter to Oddur Sigurðsson (February 1994) – about Jökulsárlón, Breiðamerkursand, Suðursveit,...","","","","","","","","","","","","","","Reduction in lake size not clearly visible"
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Lagoon southwest of Hnútulón","ice","-16.29814073","64.74515005","Kverká","1992","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","810853","","1992-06-05","Landsat 5","1992-06-05-00_00_1992-06-05-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1992-07-14","Landsat 5","1992-07-14-00_00_1992-07-14-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Eyjabakkajökull","RGI60-06.00472","129.639","Háöldulón","ice","-15.64954","64.66871","Jökulsá í Fljótsdal","1992-06-12","1992-06-12","1992-06-13","subglacial","","","","","17","","","gaged at Jökulsá in Fljótsdal","191","","","gaged at Jökulsá in Fljótsdal","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","1189581","7319","1992-06-05","Landsat 5","1992-06-05-00_00_1992-06-05-23_59_Landsat_4-5_TM_L2_False_color","1","11900","804","1992-07-07","Landsat 5","1992-07-07-00_00_1992-07-07-23_59_Landsat_4-5_TM_L2_False_color","1","cloudy and lake in after-image hardly detectable"
"Iceland","Iceland","Iceland","Iceland","Sylgjujökull","RGI60-06.00473","181.416","Hamarslón","ice","-17.859686","64.492954","Kaldakvísl","1992","1992-06-21","1992-07-07","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","1108078","","1992-06-21","Landsat 5","1992-06-21-00_00_1992-06-21-23_59_Landsat_4-5_TM_L2_NDWI","2","403286","","1992-07-07","Landsat 5","1992-07-07-00_00_1992-07-07-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 1","ice","-17.1148912","64.11896907","Skeiðará","1992","1992-06-21","1992-07-14","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","261222","","1992-06-21","Landsat 5","1992-06-21-00_00_1992-06-21-23_59_Landsat_4-5_TM_L2_False_color","1","0","","1992-07-14","Landsat 5","1992-07-14-00_00_1992-07-14-23_59_Landsat_4-5_TM_L2_False_color","2","ice cover before"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 2","ice","-17.11329888","64.1105885","Skeiðará","1992","1992-06-21","1992-07-14","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","125538","","1992-06-21","Landsat 5","1992-06-21-00_00_1992-06-21-23_59_Landsat_4-5_TM_L2_False_color","2","36236","","1992-07-14","Landsat 5","1992-07-14-00_00_1992-07-14-23_59_Landsat_4-5_TM_L2_False_color","2","ice cover before and after"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 3","ice","-17.11074658","64.10064922","Skeiðará","1992","1992-06-21","1992-07-14","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","267914","","1992-06-21","Landsat 5","1992-06-21-00_00_1992-06-21-23_59_Landsat_4-5_TM_L2_False_color","2","102795","","1992-07-14","Landsat 5","1992-07-14-00_00_1992-07-14-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 4","ice","-17.1344019","64.10067287","Skeiðará","1992","1992-06-21","1992-07-14","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","283827","","1992-06-21","Landsat 5","1992-06-21-00_00_1992-06-21-23_59_Landsat_4-5_TM_L2_False_color","2","0","","1992-07-14","Landsat 5","1992-07-14-00_00_1992-07-14-23_59_Landsat_4-5_TM_L2_False_color","2","ice cover after, but probably empty"
"Iceland","Iceland","Iceland","Iceland","Koeldukvislarjoekull","RGI60-06.00424","319.463","Lake west of Hamarslón","ice","-17.92481549","64.5001799","","","1992-07-14","1993-06-15","","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","814017","","1992-07-14","Landsat 5","1992-07-14-00_00_1992-07-14-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1993-06-15","Landsat 5","1993-06-15-00_00_1993-06-15-23_59_Landsat_4-5_TM_L2_False_color","1","imager after is snowy"
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Eastern Skaftár cauldron","ice – volc","-17.51142","64.486","Skaftá","1992-09","","","subglacial","","","","","98","","","gaged at Skaftá","124","","","gaged at Skaftá","","","","","","","","","","","","","","2002","Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Svínafellsjökull","RGI60-06.00474","32.229","Neðradalsvatn","ice","-15.541384","64.445886","Suðurfljót","1992-09-20","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","big hlaup; water rose by 1,5 m in front of the glacier in a short time; no hlaup in the western river for 2 or 3 years","unknown","Bergur Einarsson (2020, pers. Comm.); Gísli Sigurbergsson","","","","","","","","","","","","","","could not find lake"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grænalón","ice","-17.34175","64.1622","Súla","1992-10-03","1992-10-03","1992-10-06","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Folder of Gylfi Júlíusson","","9421649","16292","1992-07-14","Landsat 5","1992-07-14-00_00_1992-07-14-23_59_Landsat_4-5_TM_L2_False_color","2","8641759","13988","1992-10-18","Landsat 5","1992-10-18-00_00_1992-10-18-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Sylgjujökull","RGI60-06.00473","181.416","Hamarslón","ice","-17.859686","64.492954","Kaldakvísl","1993","1993-06-22","1993-08-18","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","658438","","1993-06-22","Landsat 5","1993-06-22-00_00_1993-06-22-23_59_Landsat_4-5_TM_L2_False_color","2","388984","","1993-08-18","Landsat 5","1993-08-18-00_00_1993-08-18-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","unknown","","","unknown","unknown","","","Jökulsá á Fjöllum","1993-05-24","1993-05-24","1993-05-25","unknown","","","","","6","","","gaged at Jökulsá in Fljótsdal","260","","","gaged at Jökulsá in Fljótsdal","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grænalón","ice","-17.34175","64.1622","Súla","1994","1994-09-01","1995-05-01","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","Súluhlaup at an unknown time in the winter of 1994-1995","unknown","Bergur Einarsson (2020, pers. Comm.); Table from Oddur Sigurðsson","","13697139","23353","1994-09-15","Landsat 5","1994-09-15-00_00_1994-09-15-23_59_Landsat_4-5_TM_L2_False_color","2","9577335","15327","1995-07-23","Landsat 5","1995-07-23-00_00_1995-07-23-23_59_Landsat_4-5_TM_L2_False_color","2","after image is the same as for glof ID 375 before image"
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Western Skaftár cauldron","ice – volc","-17.61414","64.49656","Skaftá","1994-08","","","subglacial","","","","","162","","","gaged at Skaftá","726","","","gaged at Skaftá","","","","","","","","","","","","","","2002","Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Western Skaftár cauldron","ice – volc","-17.61414","64.49656","Hverfisfljót","1994-08-13","1994-08-13","1994-08-20","subglacial","","","","","32","","","gaged at Hverfisfljót","197","","","gaged at Hverfisfljót","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Thorbergsvatn","ice","-16.535632","64.646849","Kreppa","1994-08-15","1994-08-15","1994-08-16","subglacial","","","","","14","","","gaged at Kreppa","330","","","gaged at Kreppa","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Tables from Oddur Sigurðsson; Flow chart from Snorri Zóphóníasson","","607818","","1994-08-07","Landsat 5","1994-08-07-00_00_1994-08-07-23_59_Landsat_4-5_TM_L2_False_color","2","131601","","1994-08-30","Landsat 5","1994-08-30-00_00_1994-08-30-23_59_Landsat_4-5_TM_L2_False_color","1","Not sure whether the black surface is shadow, the ice cliff or water"
"Iceland","Iceland","Iceland","Iceland","Eyjabakkajökull","RGI60-06.00472","129.639","Háöldulón","ice","-15.64954","64.66871","Jökulsá í Fljótsdal","1995-07-01","1995-07-01","1995-07-02","subglacial","","","","","15","","","gaged at Jökulsá in Fljótsdal","159","","","gaged at Jökulsá in Fljótsdal","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","1210933","7989","1995-06-30","Landsat 5","1995-06-30-00_00_1995-06-30-23_59_Landsat_4-5_TM_L2_False_color","1","0","0","1995-08-17","Landsat 5","1995-08-17-00_00_1995-08-17-23_59_Landsat_4-5_TM_L2_False_color","1","before-image much ice, after-image no lake detectable"
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Lagoon southwest of Hnútulón","ice","-16.29814073","64.74515005","Kverká","1995","1995-06-30","1995-08-01","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","800123","","1995-06-30","Landsat 5","1995-06-30-00_00_1995-06-30-23_59_Landsat_4-5_TM_L2_False_color","2","379919","","1995-08-01","Landsat 5","1995-08-01-00_00_1995-08-01-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 1","ice","-17.1148912","64.11896907","Skeiðará","","1994-08-30","1995-07-23","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","396875","","1994-08-30","Landsat 5","1994-08-30-00_00_1994-08-30-23_59_Landsat_4-5_TM_L2_False_color","2","375837","","1995-07-23","Landsat 5","1995-07-23-00_00_1995-07-23-23_59_Landsat_4-5_TM_L2_False_color","2","lake was likely much emptier and refilled"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 2","ice","-17.11329888","64.1105885","Skeiðará","","1994-08-30","1995-07-23","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","161557","","1994-08-30","Landsat 5","1994-08-30-00_00_1994-08-30-23_59_Landsat_4-5_TM_L2_False_color","2","131593","","1995-07-23","Landsat 5","1995-07-23-00_00_1995-07-23-23_59_Landsat_4-5_TM_L2_False_color","2","lake was likely much emptier and refilled"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 3","ice","-17.11074658","64.10064922","Skeiðará","","1994-08-30","1995-07-23","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","389407","","1994-08-30","Landsat 5","1994-08-30-00_00_1994-08-30-23_59_Landsat_4-5_TM_L2_False_color","2","370024","","1995-07-23","Landsat 5","1995-07-23-00_00_1995-07-23-23_59_Landsat_4-5_TM_L2_False_color","2","lake was likely much emptier and refilled"
